StationId,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
TG002,2019-11-23,67.21,140.14,9.9,47.97,33.57,13.29,0.49,4.87,27.74,0.0,0.12,0.0,131.0,Moderate
HR014,2018-12-04,128.45,,107.63,26.39,94.09,,1.29,20.13,28.7,0.0,0.0,,267.0,Poor
KA003,2017-07-31,21.29,,4.75,27.05,,,,3.49,45.36,0.8,0.82,,64.0,Satisfactory
DL014,2018-04-05,190.82,270.59,146.72,81.05,162.07,54.76,,,,,,,353.0,Very Poor
KA002,2018-05-21,41.95,,13.75,45.58,32.05,,0.61,4.7,36.12,0.29,0.46,,78.0,Satisfactory
OD002,2019-06-13,12.75,92.89,52.64,3.05,87.0,16.62,1.42,24.47,12.65,0.0,,,120.0,Moderate
WB010,2019-10-12,47.32,74.13,70.13,28.73,98.87,8.48,1.16,5.45,13.74,53.38,45.94,7.7,117.0,Moderate
PB001,2017-07-07,49.0,87.67,51.78,8.56,,11.42,0.0,4.13,6.84,2.32,2.93,,89.0,Satisfactory
DL026,2019-09-21,40.04,104.54,25.63,17.44,30.21,23.87,1.19,11.16,15.52,3.2,39.4,,104.0,Moderate
DL034,2018-06-27,44.07,115.99,2.99,19.59,13.25,27.14,0.54,2.88,47.13,2.82,49.92,,164.0,Moderate
DL015,2020-04-25,28.61,86.46,26.25,71.16,59.24,72.6,0.86,0.68,5.52,,49.38,,106.0,Moderate
KA003,2017-10-04,269.69,,3.89,13.32,12.25,,0.06,1.96,30.31,1.35,1.2,,237.0,Poor
MH013,2019-11-07,19.15,71.21,15.55,19.17,34.7,11.24,0.51,2.15,12.27,5.39,,,80.0,Satisfactory
RJ004,2018-06-05,76.55,225.2,8.51,15.61,24.12,18.06,0.52,7.42,72.93,0.78,,,190.0,Moderate
DL023,2019-12-21,194.5,305.0,13.44,32.77,28.33,77.34,1.71,12.24,8.97,4.25,32.76,,409.0,Severe
TN001,2015-04-19,80.22,,6.44,34.58,35.2,,1.49,5.57,27.86,,5.42,,150.0,Moderate
DL006,2018-08-29,42.8,79.91,,,0.0,,0.47,,14.65,,,,79.0,Satisfactory
TG005,2018-07-05,17.36,,4.44,17.58,12.96,,0.25,11.19,13.11,0.22,1.18,0.11,31.0,Good
UP012,2016-03-11,124.13,,2.17,21.48,6.24,,1.35,6.03,66.35,1.52,5.01,,248.0,Poor
UP013,2019-08-31,34.62,,4.16,26.9,17.69,,0.73,8.73,29.2,6.36,11.24,,67.0,Satisfactory
TN002,2019-12-05,58.95,78.57,1.11,7.77,8.87,149.57,0.26,7.98,26.43,0.0,0.0,,106.0,Moderate
TG003,2018-01-20,63.31,150.53,9.2,35.63,26.45,15.79,0.88,29.22,28.66,0.47,4.09,0.79,130.0,Moderate
DL010,2018-12-07,218.38,419.66,89.89,38.43,93.77,48.76,2.6,20.92,21.8,6.31,54.65,,462.0,Severe
KA011,2018-07-13,22.77,118.23,90.18,32.04,90.36,24.61,1.5,6.84,10.46,1.58,1.63,,114.0,Moderate
PB001,2018-04-25,69.33,167.05,,9.24,,7.89,0.55,4.85,,,,,148.0,Moderate
JH001,2019-09-20,39.27,33.07,9.1,9.25,,6.3,,3.8,4.77,,,,,
DL005,2019-01-05,312.2,495.89,20.33,57.65,47.19,49.4,2.12,15.19,3.6,,,,456.0,Severe
KA005,2018-01-16,,135.77,9.64,39.48,26.45,,0.96,5.1,,,,,127.0,Moderate
GJ001,2015-03-25,165.07,,23.83,34.48,57.71,,23.83,64.32,43.79,29.14,64.01,8.51,585.0,Severe
TG005,2019-08-30,21.31,,7.71,20.22,17.01,,0.8,4.82,11.37,0.27,1.59,0.13,69.0,Satisfactory
KA010,2018-01-23,,75.62,2.06,43.43,22.2,,0.64,1.11,,,,,73.0,Satisfactory
DL026,2018-09-12,29.23,108.77,19.06,18.94,25.62,31.46,0.83,11.26,6.43,1.53,20.26,,106.0,Moderate
MH014,2019-09-04,8.49,27.08,7.14,9.56,16.7,1.2,0.25,1.61,18.96,2.08,,,25.0,Good
WB013,2020-05-07,16.95,34.38,1.82,12.58,14.4,19.07,0.54,8.33,38.19,1.26,9.44,,52.0,Satisfactory
DL034,2017-08-30,20.5,,24.34,101.89,70.41,38.09,,,,,,,73.0,Satisfactory
DL016,2019-03-01,93.81,180.17,109.44,86.82,135.4,35.31,2.49,29.04,40.35,2.76,33.23,,217.0,Poor
HR013,2020-05-16,75.62,102.44,3.76,3.0,2.98,,0.72,9.62,79.93,12.82,1.94,0.96,138.0,Moderate
DL009,2020-05-21,36.81,149.06,2.52,19.71,12.54,32.83,0.65,22.44,122.69,1.5,10.73,,199.0,Moderate
KA002,2018-06-24,23.94,,3.05,13.91,8.62,,1.17,5.98,18.78,0.01,0.01,,75.0,Satisfactory
UP014,2018-07-22,30.93,,11.19,29.8,24.67,,0.62,5.82,5.51,0.35,0.19,,55.0,Satisfactory
GJ001,2018-03-07,56.51,,10.58,121.56,66.9,,10.58,81.19,54.42,8.42,53.98,13.31,807.0,Severe
RJ006,2018-09-28,59.62,86.69,10.92,26.85,37.77,38.17,1.61,12.03,25.58,0.99,3.32,,113.0,Moderate
UP012,2020-05-03,37.38,,2.38,6.85,5.55,,0.9,11.57,15.93,1.65,1.49,,67.0,Satisfactory
DL029,2019-05-04,91.73,220.37,59.74,77.34,89.63,,1.09,28.94,38.42,5.7,36.7,,156.0,Moderate
DL023,2019-10-07,52.27,142.92,1.79,23.02,13.7,16.91,0.66,6.62,5.37,1.98,63.77,,135.0,Moderate
OD001,2019-09-17,37.4,78.65,6.86,8.67,12.03,28.76,2.0,8.09,3.94,0.8,,,103.0,Moderate
WB011,2019-11-24,158.22,352.57,65.34,83.83,149.16,39.3,1.01,20.99,67.72,10.13,15.3,,333.0,Very Poor
TG005,2017-12-18,79.56,,1.92,32.68,18.76,,0.55,16.34,56.0,1.3,39.1,0.83,157.0,Moderate
KL008,2019-12-10,27.24,57.7,10.02,23.66,20.7,11.18,1.33,9.46,45.3,,,,88.0,Satisfactory
KA009,2015-10-30,35.61,,2.85,10.2,7.62,31.65,1.1,1.44,,,1.1,,69.0,Satisfactory
DL003,2020-03-01,52.75,98.21,11.92,45.18,33.76,30.42,0.76,17.66,32.87,2.24,18.14,,97.0,Satisfactory
DL009,2019-09-21,30.21,67.11,4.98,13.61,11.29,15.17,0.54,8.66,16.39,1.21,9.6,,77.0,Satisfactory
KA003,2015-12-13,24.07,,5.31,21.58,12.01,,,2.13,2.16,0.91,1.07,,45.0,Good
KA003,2017-01-08,30.46,,1.46,13.99,,,1.03,1.48,39.25,2.71,2.18,,67.0,Satisfactory
KL002,2020-06-12,19.09,45.62,4.58,1.55,4.12,18.26,2.85,2.68,,2.06,7.36,1.98,115.0,Moderate
TN004,2018-07-23,45.78,,10.39,15.49,14.4,,0.57,4.29,18.07,0.0,2.7,,73.0,Satisfactory
KA005,2017-12-23,,82.48,26.53,84.4,60.97,,1.13,5.0,,,,,86.0,Satisfactory
DL034,2018-05-08,47.86,197.93,13.23,8.99,21.58,8.63,2.46,3.81,66.93,,,,314.0,Very Poor
HR014,2017-02-04,197.89,,42.75,24.41,,,0.75,4.24,28.8,3.58,35.77,,395.0,Very Poor
DL031,2015-07-13,41.34,69.51,19.9,39.3,104.83,11.06,2.11,7.57,70.44,5.03,14.42,,141.0,Moderate
DL029,2019-10-02,28.65,67.26,32.41,30.23,42.49,23.54,1.01,15.54,31.38,3.56,14.35,,102.0,Moderate
KA003,2016-01-12,66.44,,14.46,40.39,31.0,,1.19,2.93,21.45,1.76,0.56,,115.0,Moderate
PB001,2019-12-23,69.27,101.77,12.78,13.24,21.79,5.93,0.53,7.18,23.26,2.02,1.84,1.98,108.0,Moderate
DL026,2018-12-05,179.29,360.38,184.39,58.82,181.16,48.3,3.12,12.21,2.06,8.91,59.15,,351.0,Very Poor
KA007,2019-09-05,5.51,21.81,0.69,7.61,4.6,5.18,0.43,8.88,25.98,0.11,0.85,,33.0,Good
HR011,2019-08-29,45.99,81.47,3.17,10.35,13.52,,0.57,,28.52,,,,91.0,Satisfactory
OD002,2019-02-21,81.52,404.66,28.45,,25.23,7.28,3.24,13.26,6.94,0.0,,,351.0,Very Poor
KA010,2018-06-21,,21.04,4.18,10.63,14.87,,0.83,2.51,,,,,46.0,Good
AP005,2018-05-03,23.95,75.02,16.82,64.59,48.21,7.37,0.69,8.61,38.82,6.87,15.25,5.86,,
DL002,2016-05-15,157.83,586.14,111.53,92.25,136.64,98.51,1.26,21.27,26.66,21.69,55.16,,439.0,Severe
TN003,2019-10-11,36.8,,18.55,9.56,14.99,38.76,0.46,5.13,,,,,64.0,Satisfactory
BR007,2018-01-07,249.54,,69.54,96.31,67.77,,2.36,56.84,43.32,0.56,3.33,1.31,388.0,Very Poor
TN005,2019-07-31,46.54,60.6,10.81,15.3,26.11,32.5,1.47,9.95,19.73,0.04,0.01,,80.0,Satisfactory
DL013,2015-01-26,170.54,,5.66,13.9,16.76,38.19,9.21,7.92,,,,,338.0,Very Poor
TN003,2019-08-06,54.0,,21.29,42.86,55.17,62.79,0.99,7.46,,,,,209.0,Poor
UP016,2019-05-17,109.47,,4.72,24.23,16.65,12.63,1.03,6.98,,,,,259.0,Poor
DL038,2019-11-09,167.67,270.81,45.82,42.03,59.72,44.86,1.22,13.58,12.03,0.62,11.22,,340.0,Very Poor
KA003,2019-07-04,27.68,,4.43,26.49,22.57,,1.51,3.79,8.56,0.78,1.85,,104.0,Moderate
DL021,2018-01-10,204.48,,27.85,65.86,0.0,,0.59,9.03,20.79,3.44,5.55,,377.0,Very Poor
DL009,2019-11-30,102.35,162.48,35.59,54.04,57.81,12.85,1.32,15.51,9.41,5.07,36.47,,183.0,Moderate
TN003,2019-02-14,130.74,,10.7,11.31,22.02,65.17,1.09,20.84,,,,,238.0,Poor
DL004,2018-10-08,101.15,299.01,27.12,42.46,69.56,,1.24,,39.78,,,,200.0,Moderate
RJ006,2018-09-18,50.56,82.51,10.59,9.8,20.39,11.79,0.64,10.56,31.34,0.24,5.05,,81.0,Satisfactory
DL002,2016-04-07,146.59,376.4,145.73,90.07,235.91,58.82,0.4,31.5,17.68,24.91,71.15,,306.0,Very Poor
DL003,2018-12-02,221.56,345.62,47.75,5.02,41.56,38.58,3.57,14.56,56.07,19.08,65.32,,375.0,Very Poor
DL034,2018-05-31,64.19,289.96,,,,,0.61,7.52,58.14,2.54,35.94,,250.0,Poor
DL035,2018-11-26,194.62,334.17,91.65,70.14,112.02,46.48,3.96,15.28,32.33,7.77,,,344.0,Very Poor
DL035,2018-03-07,87.33,189.83,15.14,20.53,35.16,35.96,0.99,5.86,58.51,0.32,,,183.0,Moderate
DL016,2018-02-20,195.19,340.92,95.89,93.34,138.72,45.61,2.88,17.51,42.67,3.14,3.1,,354.0,Very Poor
PB001,2019-12-29,80.8,107.95,10.05,10.88,19.25,5.15,0.75,10.01,66.7,1.62,1.62,1.98,193.0,Moderate
DL036,2019-12-21,220.21,303.77,32.41,51.86,54.01,54.21,1.61,6.75,21.25,6.01,16.37,,398.0,Very Poor
DL031,2015-09-14,118.32,249.65,83.3,110.89,212.55,45.59,2.28,6.63,53.44,8.72,27.46,,271.0,Poor
KA002,2018-12-22,52.05,,3.25,17.72,20.98,,0.7,14.0,54.87,0.0,0.0,,113.0,Moderate
AS001,2019-08-05,79.19,194.51,6.5,10.05,21.44,3.8,0.44,11.09,18.4,0.14,,,40.0,Good
DL008,2020-01-14,98.97,144.04,9.48,18.6,17.48,23.82,0.83,2.85,36.66,5.65,,,309.0,Very Poor
DL020,2019-08-26,24.83,84.12,10.94,19.63,19.35,25.27,1.98,11.83,9.57,3.4,60.4,,103.0,Moderate
AP005,2016-12-28,56.0,94.0,4.13,41.25,24.23,18.3,1.52,11.0,92.97,7.57,7.69,5.05,127.0,Moderate
KA006,2020-05-23,13.38,51.03,,11.25,,4.68,0.57,8.38,44.5,0.12,,,57.0,Satisfactory
UP012,2017-08-07,21.02,,15.25,133.91,,,,5.05,27.18,2.0,3.21,,212.0,Poor
OD001,2019-10-18,32.62,65.15,9.41,9.1,11.34,28.3,1.81,8.39,4.62,0.37,,,106.0,Moderate
DL032,2019-06-21,72.54,181.74,7.4,28.47,35.87,55.82,1.72,8.02,42.42,0.61,20.45,,156.0,Moderate
DL002,2015-11-07,478.27,842.17,99.43,117.58,240.39,92.56,2.0,22.64,25.03,21.98,41.99,,761.0,Severe
MH009,2020-01-20,94.19,222.75,56.84,79.72,136.56,21.99,1.18,6.96,62.38,4.13,,,213.0,Poor
DL020,2018-11-08,339.81,489.42,24.64,51.99,47.73,67.82,1.79,40.84,29.48,14.18,127.32,,420.0,Severe
GJ001,2017-12-16,77.34,,6.33,61.41,34.68,,6.33,102.44,75.64,12.03,37.64,3.29,232.0,Poor
WB009,2019-10-14,76.37,119.27,2.63,30.24,32.89,6.16,0.5,5.12,42.48,1.06,1.14,2.17,160.0,Moderate
DL036,2019-02-08,51.35,114.21,13.91,28.04,26.25,27.66,0.51,6.27,33.09,3.05,21.7,,97.0,Satisfactory
DL014,2019-12-23,198.34,231.9,32.27,34.05,44.35,12.0,,2.37,13.59,,,,346.0,Very Poor
DL022,2019-09-21,25.62,61.25,2.72,19.5,12.57,16.8,0.58,10.3,39.25,0.71,8.93,,118.0,Moderate
DL006,2019-07-20,39.58,76.8,17.94,46.29,64.23,,0.45,,47.41,,,,101.0,Moderate
TG001,2019-06-20,29.34,72.35,1.69,17.14,10.49,34.43,0.21,10.65,19.34,0.09,1.41,0.0,70.0,Satisfactory
DL020,2019-08-19,38.52,106.76,31.76,19.43,36.2,25.94,2.16,12.39,10.39,5.3,102.73,,111.0,Moderate
UP015,2018-07-02,72.08,,24.58,9.28,24.02,,0.79,24.26,116.42,0.45,0.46,,167.0,Moderate
TN003,2016-01-03,36.81,,4.61,6.44,8.85,96.9,1.17,2.91,,,,,106.0,Moderate
DL030,2018-04-25,60.37,,27.82,45.9,73.65,,1.13,,28.03,0.0,0.0,0.0,101.0,Moderate
JH001,2018-04-12,,84.74,7.79,8.19,,6.67,0.39,86.71,38.2,,,,,
DL018,2019-10-05,35.75,95.04,35.8,39.48,50.22,17.77,1.19,7.79,13.04,3.59,20.11,,101.0,Moderate
DL017,2018-07-10,33.0,89.59,27.24,34.28,47.48,,0.83,,34.61,0.01,0.03,0.31,109.0,Moderate
PB001,2017-07-02,41.09,102.32,44.43,21.85,,11.48,0.0,3.29,6.43,1.97,3.35,0.29,94.0,Satisfactory
DL025,2018-12-09,158.87,279.74,66.63,41.11,107.74,,1.96,,29.42,0.0,0.0,0.0,331.0,Very Poor
RJ004,2020-01-07,36.22,89.41,3.57,20.66,24.22,17.12,0.89,8.54,56.54,2.19,,,95.0,Satisfactory
DL030,2018-04-26,87.05,,37.09,53.13,90.22,,1.35,,40.33,0.0,0.0,0.0,141.0,Moderate
PB001,2019-11-07,34.94,71.87,17.16,9.95,26.82,13.01,0.55,8.74,15.72,1.59,1.94,1.98,212.0,Poor
TG006,2018-11-26,63.83,161.1,11.58,76.71,50.21,12.71,1.01,5.04,40.36,2.03,11.65,1.14,141.0,Moderate
MP001,2020-03-05,31.62,139.82,2.23,20.25,12.67,11.22,0.46,11.88,74.61,,,,129.0,Moderate
DL012,2019-12-23,143.18,214.52,116.64,84.15,82.41,,0.81,,9.88,,,,303.0,Very Poor
TG005,2015-10-03,44.42,,4.16,10.04,14.12,,0.56,2.21,12.44,1.15,5.8,0.04,68.0,Satisfactory
DL034,2018-06-04,49.17,201.3,,,,,0.25,2.14,95.62,6.17,20.17,,153.0,Moderate
TN001,2019-03-30,16.36,,16.33,19.74,43.74,,0.71,4.16,30.07,0.11,0.13,,74.0,Satisfactory
DL025,2019-11-13,341.17,493.48,37.33,28.63,65.94,,3.5,,24.06,0.0,0.0,0.0,483.0,Severe
PB001,2018-10-05,,65.32,11.02,17.17,28.2,9.51,0.0,6.18,21.78,9.74,0.85,8.32,78.0,Satisfactory
DL034,2019-05-29,59.79,258.41,34.36,69.36,64.19,12.04,1.56,5.93,75.82,13.46,65.23,,212.0,Poor
PB001,2017-09-21,56.33,248.8,7.64,16.14,,18.16,0.81,3.78,17.82,1.38,8.83,15.93,196.0,Moderate
TN003,2016-05-05,102.14,,7.53,11.4,15.68,22.36,0.67,4.69,,,,,236.0,Poor
KA005,2015-11-29,,107.96,27.98,32.91,60.9,,1.16,5.36,,,,,122.0,Moderate
WB011,2019-01-21,316.53,525.71,146.96,42.36,214.74,53.96,1.64,20.07,29.57,31.87,44.06,,486.0,Severe
DL033,2020-04-05,16.01,,10.21,22.32,20.04,,1.02,8.02,67.11,1.3,3.04,,108.0,Moderate
DL028,2018-08-02,65.06,65.06,3.33,27.25,17.2,37.75,0.55,26.65,268.36,0.56,1.7,,320.0,Very Poor
MH009,2020-03-02,53.58,197.85,56.43,54.71,111.05,25.15,0.62,80.49,17.15,7.62,,,155.0,Moderate
DL010,2018-06-08,64.62,235.04,2.93,18.14,45.57,18.25,1.21,1.28,65.33,0.52,0.58,,189.0,Moderate
UP014,2019-10-16,57.22,,7.45,16.95,14.97,,1.8,9.06,26.8,1.12,8.38,,107.0,Moderate
TN003,2015-01-04,,,7.85,6.52,8.99,5.23,1.39,9.84,,,,,,
TG005,2018-07-04,17.78,,3.41,18.44,12.58,,0.29,9.17,12.54,4.94,7.22,6.44,30.0,Good
MH006,2019-07-18,9.61,32.12,1.11,4.72,5.83,3.38,0.18,7.49,44.21,0.09,,,47.0,Good
DL002,2019-03-20,127.96,269.4,49.42,85.14,85.58,43.44,2.46,23.14,23.63,3.72,39.24,,333.0,Very Poor
DL034,2020-02-06,121.12,217.86,25.51,52.36,48.02,26.7,1.12,6.66,33.02,5.14,40.84,,303.0,Very Poor
DL014,2020-04-19,137.97,130.42,31.37,18.05,40.74,11.71,2.39,9.94,41.83,,,,230.0,Poor
UP016,2017-11-15,267.6,,30.99,9.46,29.6,44.19,0.72,10.27,,,,,472.0,Severe
DL002,2016-10-06,155.44,377.84,76.76,86.06,181.51,74.65,2.49,10.51,53.74,8.27,25.65,,322.0,Very Poor
DL033,2018-10-31,199.81,,69.43,104.84,111.3,,2.06,15.31,34.17,9.62,38.18,,359.0,Very Poor
DL010,2019-03-21,130.56,277.3,10.03,35.97,27.31,22.41,1.56,34.33,60.72,2.74,16.65,,295.0,Poor
MH009,2020-06-27,28.13,124.42,117.48,2.61,118.22,1.05,0.37,,4.52,1.54,,,138.0,Moderate
DL029,2019-07-19,50.52,145.77,42.29,60.35,66.42,42.96,1.54,7.35,57.41,1.23,30.32,,176.0,Moderate
OD001,2019-04-03,123.03,215.27,16.18,24.73,36.0,39.56,3.18,9.28,18.31,0.0,,,268.0,Poor
RJ004,2018-04-15,24.83,114.19,7.17,18.96,26.13,11.72,0.56,8.59,72.9,0.71,,,103.0,Moderate
KA005,2018-09-04,,134.83,11.96,18.76,30.72,,1.32,6.7,,,,,116.0,Moderate
AP001,2019-11-18,42.45,72.25,2.7,14.32,9.89,10.74,0.81,15.71,37.44,0.16,2.7,0.14,90.0,Satisfactory
DL029,2019-08-04,48.45,90.92,15.22,18.97,22.48,30.34,1.17,18.74,23.86,1.41,24.34,,95.0,Satisfactory
RJ006,2020-05-10,44.96,165.26,4.09,15.1,19.14,20.59,0.61,10.0,63.63,0.98,1.27,,119.0,Moderate
DL034,2017-04-07,162.6,,81.19,74.83,104.68,46.59,,,,,,,301.0,Very Poor
BR009,2020-06-23,9.23,25.3,5.15,14.61,19.75,7.46,0.48,7.02,40.97,0.17,1.22,0.02,52.0,Satisfactory
DL001,2019-12-23,160.83,200.83,15.77,71.3,50.78,32.53,1.66,10.21,16.94,1.3,6.9,0.39,312.0,Very Poor
KA005,2017-01-26,,109.75,12.67,60.45,,,1.03,5.99,,,,,109.0,Moderate
OD001,2018-05-06,67.12,167.38,5.2,21.61,26.82,8.49,3.28,12.88,29.03,0.0,,,134.0,Moderate
DL011,2020-03-21,,,29.04,63.35,,,,25.07,34.26,7.61,42.24,,,
KA010,2020-05-04,,76.57,8.05,17.53,25.57,,0.46,3.24,,,,,68.0,Satisfactory
DL011,2020-06-29,,,9.41,35.72,,,,21.48,35.6,8.43,25.71,,,
TN004,2018-09-19,17.08,,11.96,14.4,26.36,,0.63,5.44,12.18,0.0,0.0,,45.0,Good
KA009,2015-03-15,,,15.3,12.1,20.96,3.79,30.55,86.9,,,30.55,,,
TG004,2016-11-22,60.32,89.17,11.87,65.82,40.59,38.16,1.34,31.34,42.62,0.06,1.31,0.26,98.0,Satisfactory
KA005,2017-08-24,,66.25,25.75,35.95,,,1.3,6.64,,,,,96.0,Satisfactory
DL019,2016-04-25,70.14,182.92,16.15,49.29,58.93,23.94,1.0,35.96,51.98,2.16,5.25,,162.0,Moderate
DL011,2019-07-28,,,26.34,24.72,,,,4.81,19.23,2.34,28.43,,,
MH014,2019-07-03,11.15,37.73,14.79,11.27,26.02,8.96,0.53,2.51,8.31,2.91,,,51.0,Satisfactory
DL033,2019-12-22,123.78,,17.85,55.47,43.78,,0.66,5.9,4.95,2.11,7.22,,333.0,Very Poor
DL014,2019-02-14,161.59,219.08,34.84,23.16,40.64,22.76,1.32,,9.96,,,,353.0,Very Poor
KA003,2019-05-21,52.92,,3.47,8.34,11.79,,1.29,8.7,31.42,1.11,2.07,,132.0,Moderate
RJ004,2019-08-09,11.75,27.71,2.29,11.2,13.49,13.36,0.71,9.94,33.34,0.18,,,45.0,Good
TN003,2016-04-25,96.97,,3.61,12.4,7.87,36.74,1.05,4.2,,,,,228.0,Poor
DL021,2015-12-05,121.9,,115.62,32.87,110.62,,1.76,30.76,18.74,4.39,12.65,,284.0,Poor
DL018,2018-10-01,62.39,114.76,87.76,64.58,105.89,23.92,1.53,12.32,42.32,4.1,38.14,,148.0,Moderate
DL015,2018-07-18,47.83,114.48,8.91,31.68,24.09,58.52,1.43,14.9,17.76,4.99,48.41,,116.0,Moderate
TN002,2019-11-26,53.8,84.65,2.22,5.8,7.07,49.51,0.2,7.93,21.2,0.0,0.0,,74.0,Satisfactory
WB008,2019-11-20,60.32,157.74,12.72,15.18,27.76,9.67,0.89,13.29,53.13,7.02,28.11,2.4,166.0,Moderate
DL024,2019-12-03,169.41,276.53,41.89,37.72,54.21,38.36,1.82,14.72,34.9,5.27,13.06,,344.0,Very Poor
DL016,2019-09-08,26.85,60.68,9.23,35.09,26.19,30.2,0.68,12.63,50.5,1.28,15.95,,165.0,Moderate
BR007,2020-03-31,70.65,,17.22,129.62,82.84,,1.83,16.06,,0.68,0.64,0.0,112.0,Moderate
DL010,2019-01-14,112.57,236.42,15.74,32.12,29.91,33.41,0.95,22.56,29.6,2.39,13.72,,348.0,Very Poor
KA006,2020-06-03,16.77,18.67,,9.55,,3.67,1.01,8.69,17.82,0.06,,,59.0,Satisfactory
DL033,2018-10-27,192.69,,201.27,116.28,242.39,,3.04,10.71,49.1,22.64,80.41,,357.0,Very Poor
KA006,2019-03-15,37.12,95.25,,33.92,,3.85,0.83,5.34,45.7,0.4,,,97.0,Satisfactory
DL014,2020-03-25,80.33,97.4,40.87,30.76,49.59,22.46,1.48,10.22,24.74,,,,205.0,Poor
TN001,2015-02-15,,,9.64,14.38,22.12,,1.5,8.33,27.52,,,,,
DL021,2015-09-09,49.3,,10.91,26.9,25.24,,1.11,13.95,100.27,1.79,3.28,,178.0,Moderate
OD001,2018-05-31,38.05,61.23,6.37,11.19,17.52,6.58,2.96,12.51,16.82,0.83,,,113.0,Moderate
KL004,2020-04-23,15.58,25.83,35.74,6.25,36.59,4.58,1.05,16.45,1.26,,0.0,,57.0,Satisfactory
OD001,2018-08-19,28.27,44.95,4.53,8.36,12.89,3.79,0.2,12.88,5.71,0.44,,,54.0,Satisfactory
DL001,2019-12-31,226.22,296.98,9.46,58.28,38.73,17.09,1.46,13.27,21.6,1.47,3.79,0.34,389.0,Very Poor
HR011,2019-02-12,130.64,317.26,15.15,10.94,25.09,,0.64,,19.24,,,,280.0,Poor
MH012,2019-11-30,95.84,151.76,22.87,30.34,53.22,16.82,1.04,49.61,1.0,3.82,,,215.0,Poor
MH011,2020-04-29,21.71,76.78,17.56,7.23,24.61,13.7,0.26,8.38,1.14,4.26,,,80.0,Satisfactory
PB001,2019-06-01,58.44,141.53,23.22,13.55,30.28,22.5,0.84,25.04,31.93,6.41,2.27,13.48,121.0,Moderate
WB007,2020-05-03,16.83,40.6,6.42,5.34,12.06,4.67,0.29,3.87,51.59,2.4,2.6,0.53,65.0,Satisfactory
UP014,2015-09-18,91.53,,3.48,13.71,2.21,,1.37,0.58,91.02,0.01,,,197.0,Moderate
TN005,2020-01-29,45.36,59.48,1.43,41.31,42.75,9.75,0.15,7.19,45.04,0.01,0.0,,101.0,Moderate
DL012,2020-03-03,76.33,194.14,79.03,50.76,129.45,,1.0,,9.62,,,,187.0,Moderate
DL024,2018-08-19,38.28,93.81,22.64,40.75,38.18,27.44,1.37,11.55,22.15,0.7,25.12,,100.0,Satisfactory
DL015,2018-08-15,50.96,145.92,12.04,26.16,23.74,93.33,1.22,6.72,3.64,2.72,38.12,,133.0,Moderate
DL028,2018-04-15,131.5,131.5,52.48,75.25,137.14,59.35,1.55,38.43,262.21,1.76,5.41,,334.0,Very Poor
DL007,2015-04-13,78.05,110.46,11.41,13.47,24.89,,1.43,,34.7,1.93,2.96,2.06,154.0,Moderate
MH008,2020-03-24,32.92,75.87,1.64,4.62,6.25,7.5,0.36,8.4,85.9,6.26,,,113.0,Moderate
DL013,2018-06-19,54.05,,5.58,29.26,20.03,54.89,0.64,7.61,,,,,120.0,Moderate
DL029,2018-12-28,310.01,471.19,138.83,96.73,164.51,70.3,2.26,12.58,10.17,6.51,34.59,,447.0,Severe
TG001,2019-09-13,15.61,53.02,2.27,16.62,10.65,22.12,0.31,43.7,20.22,0.07,0.41,0.02,64.0,Satisfactory
MH005,2019-03-04,16.82,81.35,41.82,7.43,49.26,,1.64,7.72,73.28,0.36,,,95.0,Satisfactory
UP012,2018-06-17,144.41,,8.71,33.92,25.01,,0.49,0.49,19.22,0.12,0.22,,314.0,Very Poor
DL023,2020-06-28,63.67,374.12,4.91,22.67,16.07,15.43,0.79,6.84,9.85,6.19,202.24,,248.0,Poor
UP016,2017-11-19,209.91,,16.09,43.32,35.86,55.39,0.48,54.07,,,,,374.0,Very Poor
DL028,2020-02-21,44.77,44.77,4.26,40.29,24.89,21.46,1.33,9.14,83.05,1.97,20.25,,158.0,Moderate
TG004,2017-03-29,49.61,115.32,11.3,41.75,31.38,15.1,0.0,3.56,46.32,0.11,0.97,0.13,117.0,Moderate
RJ006,2018-03-21,48.88,174.77,3.65,30.56,34.2,14.55,0.41,9.1,62.09,0.47,2.31,,126.0,Moderate
WB011,2020-06-05,13.39,24.22,14.52,15.43,22.91,10.93,0.2,11.74,66.13,1.52,24.9,,93.0,Satisfactory
TN001,2019-10-08,25.84,,3.99,21.59,17.6,,1.19,6.17,23.73,0.0,0.0,,71.0,Satisfactory
DL036,2019-04-09,62.71,176.99,24.18,45.86,44.11,25.79,1.81,13.16,39.34,,,,222.0,Poor
KA005,2018-08-05,,114.32,23.69,19.46,41.46,,1.07,6.49,,,,,134.0,Moderate
TG005,2015-09-07,82.93,,8.8,12.51,21.04,,0.72,6.46,22.19,0.79,6.01,0.02,146.0,Moderate
DL026,2018-08-29,23.67,43.38,7.43,9.78,11.28,23.95,0.88,10.2,6.07,2.19,43.3,,56.0,Satisfactory
KL008,2020-06-10,19.91,32.25,4.59,9.96,8.41,6.69,0.6,8.17,21.53,,,,47.0,Good
RJ005,2020-03-14,83.3,231.53,7.03,50.13,31.81,61.61,1.7,12.65,51.59,1.46,4.24,,233.0,Poor
